"Gene"	"Project_ID"	"Counts"
"16517"	"FABL"	"T197"	0
"16518"	"FABV"	"T197"	0
"16519"	"FACT"	"T197"	24
"16520"	"FAR1"	"T197"	10
"16521"	"FARA"	"T197"	12
"16522"	"FARB"	"T197"	4
"16523"	"FARR"	"T197"	0
"16524"	"FBPA"	"T197"	0
"16525"	"FBPB"	"T197"	0
"16526"	"FBPC"	"T197"	0
"16527"	"FECD"	"T197"	0
"16528"	"FECE"	"T197"	10
"16529"	"FETA"	"T197"	0
"16530"	"FETB"	"T197"	0
"16531"	"FEXA"	"T197"	0
"16532"	"FEXB"	"T197"	0
"16533"	"FEZ"	"T197"	0
"16534"	"FIA"	"T197"	4
"16535"	"FIEF"	"T197"	2
"16536"	"FIM"	"T197"	0
"16537"	"FLOR"	"T197"	8
"16538"	"FMRO"	"T197"	0
"16539"	"FOLC|RequiresSNPConfirmation"	"T197"	20
"16540"	"FOLP|RequiresSNPConfirmation"	"T197"	46
"16541"	"FOMA"	"T197"	2
"16542"	"FOMB"	"T197"	12
"16543"	"FONA"	"T197"	4
"16544"	"FORMA"	"T197"	4
"16545"	"FOSA"	"T197"	20
"16546"	"FOSB"	"T197"	0
"16547"	"FOSC"	"T197"	0
"16548"	"FOSD"	"T197"	0
"16549"	"FOSE"	"T197"	0
"16550"	"FOSF"	"T197"	0
"16551"	"FOSG"	"T197"	0
"16552"	"FOSK"	"T197"	0
"16553"	"FOSL"	"T197"	0
"16554"	"FOSM"	"T197"	0
"16555"	"FOSU"	"T197"	0
"16556"	"FOSX"	"T197"	0
"16557"	"FOSY"	"T197"	0
"16558"	"FOX"	"T197"	0
"16559"	"FPH"	"T197"	0
"16560"	"FPTA"	"T197"	20
"16561"	"FPVA"	"T197"	16
"16562"	"FRI"	"T197"	0
"16563"	"FRNE"	"T197"	2
"16564"	"FTU"	"T197"	0
"16565"	"FURA"	"T197"	0
"16566"	"FUSA|RequiresSNPConfirmation"	"T197"	0
"16567"	"FUSB"	"T197"	0
"16568"	"FUSC"	"T197"	0
"16569"	"FUSD"	"T197"	0
"16570"	"FUSE|RequiresSNPConfirmation"	"T197"	0
"16571"	"FUSF"	"T197"	0
"16572"	"FUSH"	"T197"	26
"16573"	"FXRA|RequiresSNPConfirmation"	"T197"	0
"16574"	"G2ALT"	"T197"	0
"16575"	"GADA"	"T197"	0
"16576"	"GADB"	"T197"	0
"16577"	"GADC"	"T197"	0
"16578"	"GADE"	"T197"	0
"16579"	"GADW"	"T197"	0
"16580"	"GADX"	"T197"	0
"16581"	"GALE"	"T197"	0
"16582"	"GAR"	"T197"	0
"16583"	"GES"	"T197"	12
"16584"	"GESA"	"T197"	6
"16585"	"GESB"	"T197"	10
"16586"	"GESC"	"T197"	6
"16587"	"GIDB|RequiresSNPConfirmation"	"T197"	0
"16588"	"GIL"	"T197"	0
"16589"	"GIM"	"T197"	2
"16590"	"GIMA"	"T197"	8
"16591"	"GLPF"	"T197"	0
"16592"	"GLPT|RequiresSNPConfirmation"	"T197"	2
"16593"	"GOB"	"T197"	0
"16594"	"GOLS"	"T197"	0
"16595"	"GOLT"	"T197"	0
"16596"	"GPC"	"T197"	2
"16597"	"GRD"	"T197"	12
"16598"	"GRDA"	"T197"	0
"16599"	"GRLA|RequiresSNPConfirmation"	"T197"	0
"16600"	"GRLB|RequiresSNPConfirmation"	"T197"	0
"16601"	"GRM"	"T197"	24
"16602"	"GSHF|RequiresSNPConfirmation"	"T197"	0
"16603"	"GYRA|RequiresSNPConfirmation"	"T197"	393
"16604"	"GYRB|RequiresSNPConfirmation"	"T197"	33
"16605"	"GYRBA|RequiresSNPConfirmation"	"T197"	49
"16606"	"GYRBZ|RequiresSNPConfirmation"	"T197"	24
"16607"	"GYRC|RequiresSNPConfirmation"	"T197"	0
"16608"	"HASF"	"T197"	2
"16609"	"HDEA"	"T197"	0
"16610"	"HDEB"	"T197"	0
"16611"	"HEFA"	"T197"	0
"16612"	"HEFC"	"T197"	0
"16613"	"HERA"	"T197"	0
"16614"	"HLYD"	"T197"	14
"16615"	"HMB"	"T197"	0
"16616"	"HMRM"	"T197"	0
"16617"	"HMRR"	"T197"	12
"16618"	"HNS"	"T197"	2
"16619"	"HOXN"	"T197"	6
"16620"	"HP"	"T197"	0
"16621"	"HPCOPA"	"T197"	2
"16622"	"HPCOPP"	"T197"	0
"16623"	"HSMR"	"T197"	8
"16624"	"HUGA"	"T197"	0
"16625"	"HUPE"	"T197"	16
"16626"	"HUPN"	"T197"	14
"16627"	"IBCR"	"T197"	0
"16628"	"IBPA"	"T197"	0
"16629"	"IBPB"	"T197"	0
"16630"	"ICLR"	"T197"	0
"16631"	"ICR"	"T197"	0
"16632"	"IDC"	"T197"	0
"16633"	"IDER"	"T197"	8
"16634"	"IDSA|RequiresSNPConfirmation"	"T197"	2
"16635"	"ILES"	"T197"	23
"16636"	"ILES|RequiresSNPConfirmation"	"T197"	0
"16637"	"IMI"	"T197"	0
"16638"	"IMP"	"T197"	2
"16639"	"IND"	"T197"	0
"16640"	"INHA|RequiresSNPConfirmation"	"T197"	4
"16641"	"INIA|RequiresSNPConfirmation"	"T197"	12
"16642"	"INIB|RequiresSNPConfirmation"	"T197"	18
"16643"	"INIC|RequiresSNPConfirmation"	"T197"	8
"16644"	"IRFA"	"T197"	26
"16645"	"IRI"	"T197"	16
"16646"	"IRLR"	"T197"	16
"16647"	"IRLS"	"T197"	28
"16648"	"JOHN"	"T197"	0
"16649"	"KAMB"	"T197"	6
"16650"	"KASA|RequiresSNPConfirmation"	"T197"	8
"16651"	"KATG|RequiresSNPConfirmation"	"T197"	41
"16652"	"KDEA"	"T197"	14
"16653"	"KDPE"	"T197"	4
"16654"	"KEXD"	"T197"	0
"16655"	"KGMB"	"T197"	4
"16656"	"KHM"	"T197"	0
"16657"	"KLAB"	"T197"	14
"16658"	"KLAC"	"T197"	8
"16659"	"KLUC"	"T197"	0
"16660"	"KMR"	"T197"	4
"16661"	"KMRA"	"T197"	16
"16662"	"KMTR"	"T197"	2
"16663"	"KPC"	"T197"	2
"16664"	"KPN"	"T197"	4
"16665"	"KPNE"	"T197"	0
"16666"	"KPNF"	"T197"	2
"16667"	"KPNO"	"T197"	0
"16668"	"L1"	"T197"	36
"16669"	"LAP"	"T197"	0
"16670"	"LAQ"	"T197"	2
"16671"	"LAT"	"T197"	0
"16672"	"LCR"	"T197"	0
"16673"	"LDE"	"T197"	0
"16674"	"LEN"	"T197"	4
"16675"	"LHK"	"T197"	2
"16676"	"LIAFSR|RequiresSNPConfirmation"	"T197"	0
"16677"	"LIN"	"T197"	0
"16678"	"LLMA"	"T197"	0
"16679"	"LMRA|RequiresSNPConfirmation"	"T197"	14
"16680"	"LMRB"	"T197"	0
"16681"	"LMRC"	"T197"	20
"16682"	"LMRD"	"T197"	0
"16683"	"LMRP"	"T197"	0
"16684"	"LMRS"	"T197"	0
"16685"	"LNUA"	"T197"	0
"16686"	"LNUB"	"T197"	0
"16687"	"LNUC"	"T197"	0
"16688"	"LNUE"	"T197"	0
"16689"	"LNUF"	"T197"	2
"16690"	"LNUG"	"T197"	0
"16691"	"LNUP"	"T197"	0
"16692"	"LPDT"	"T197"	0
"16693"	"LPEA"	"T197"	0
"16694"	"LPEB"	"T197"	0
"16695"	"LPSA"	"T197"	0
"16696"	"LPSB"	"T197"	0
"16697"	"LPTD"	"T197"	0
"16698"	"LPXA|RequiresSNPConfirmation"	"T197"	0
"16699"	"LPXC|RequiresSNPConfirmation"	"T197"	0
"16700"	"LRA"	"T197"	58
"16701"	"LRG"	"T197"	0
"16702"	"LSA"	"T197"	0
"16703"	"LSAB"	"T197"	0
"16704"	"LSAC"	"T197"	0
"16705"	"LSAD"	"T197"	0
"16706"	"LSAE"	"T197"	0
"16707"	"LUS"	"T197"	0
"16708"	"LUT"	"T197"	0
"16709"	"M1"	"T197"	0
"16710"	"MACA"	"T197"	14
"16711"	"MACAB|RequiresSNPConfirmation"	"T197"	0
"16712"	"MACB"	"T197"	50
"16713"	"MAL"	"T197"	2
"16714"	"MARA"	"T197"	0
"16715"	"MARR"	"T197"	0
"16716"	"MCA"	"T197"	0
"16717"	"MCO"	"T197"	0
"16718"	"MCR"	"T197"	4
"16719"	"MCTB"	"T197"	6
"16720"	"MDE"	"T197"	0
"16721"	"MDEA"	"T197"	8
"16722"	"MDFA"	"T197"	0
"16723"	"MDR|RequiresSNPConfirmation"	"T197"	0
"16724"	"MDR23S|RequiresSNPConfirmation"	"T197"	2
"16725"	"MDRL"	"T197"	0
"16726"	"MDTA"	"T197"	4
"16727"	"MDTB"	"T197"	18
"16728"	"MDTC"	"T197"	16
"16729"	"MDTE"	"T197"	0
"16730"	"MDTF"	"T197"	4
"16731"	"MDTG"	"T197"	2
"16732"	"MDTH"	"T197"	0
"16733"	"MDTI"	"T197"	0
"16734"	"MDTJ"	"T197"	0
"16735"	"MDTK"	"T197"	0
"16736"	"MDTM"	"T197"	8
"16737"	"MDTN"	"T197"	6
"16738"	"MDTO"	"T197"	4
"16739"	"MDTP"	"T197"	6
"16740"	"MECA"	"T197"	0
"16741"	"MECB"	"T197"	0
"16742"	"MECC"	"T197"	0
"16743"	"MECD"	"T197"	0
"16744"	"MECI"	"T197"	0
"16745"	"MEFA"	"T197"	0
"16746"	"MEFB"	"T197"	0
"16747"	"MEFC"	"T197"	0
"16748"	"MEFD"	"T197"	0
"16749"	"MEFE"	"T197"	0
"16750"	"MEFF"	"T197"	0
"16751"	"MEFJ"	"T197"	0
"16752"	"MENA|RequiresSNPConfirmation"	"T197"	0
"16753"	"MEPA"	"T197"	0
"16754"	"MEPB"	"T197"	0
"16755"	"MEPR"	"T197"	0
"16756"	"MERA"	"T197"	50
"16757"	"MERB"	"T197"	6
"16758"	"MERC"	"T197"	10
"16759"	"MERD"	"T197"	12
"16760"	"MERE"	"T197"	0
"16761"	"MERF"	"T197"	0
"16762"	"MERG"	"T197"	0
"16763"	"MERH"	"T197"	0
"16764"	"MERP"	"T197"	0
"16765"	"MERR"	"T197"	4
"16766"	"MERR1"	"T197"	0
"16767"	"MERR2"	"T197"	0
"16768"	"MERT"	"T197"	18
"16769"	"MEXA"	"T197"	8
"16770"	"MEXB"	"T197"	19
"16771"	"MEXC"	"T197"	16
"16772"	"MEXC1"	"T197"	11
"16773"	"MEXD"	"T197"	41
"16774"	"MEXD1"	"T197"	18
"16775"	"MEXE"	"T197"	24
"16776"	"MEXF"	"T197"	160
"16777"	"MEXG"	"T197"	16
"16778"	"MEXH"	"T197"	8
"16779"	"MEXI"	"T197"	38
"16780"	"MEXJ"	"T197"	2
"16781"	"MEXK"	"T197"	40
"16782"	"MEXL"	"T197"	6
"16783"	"MEXN"	"T197"	91
"16784"	"MEXQ"	"T197"	118
"16785"	"MEXR"	"T197"	0
"16786"	"MEXS|RequiresSNPConfirmation"	"T197"	4
"16787"	"MEXT"	"T197"	0
"16788"	"MEXT|RequiresSNPConfirmation"	"T197"	12
"16789"	"MEXV"	"T197"	26
"16790"	"MEXW"	"T197"	38
"16791"	"MEXX"	"T197"	12
"16792"	"MEXY"	"T197"	44
"16793"	"MEXZ|RequiresSNPConfirmation"	"T197"	6
"16794"	"MFPA"	"T197"	4
"16795"	"MGRA"	"T197"	0
"16796"	"MGT"	"T197"	4
"16797"	"MGTA"	"T197"	17
"16798"	"MIR"	"T197"	0
"16799"	"MLS23S|RequiresSNPConfirmation"	"T197"	309
"16800"	"MMCO"	"T197"	16
"16801"	"MMR"	"T197"	0
"16802"	"MNTA"	"T197"	0
"16803"	"MNTH"	"T197"	0
"16804"	"MNTP"	"T197"	2
"16805"	"MNTR"	"T197"	0
"16806"	"MOC"	"T197"	0
"16807"	"MODA"	"T197"	2
"16808"	"MODB"	"T197"	2
"16809"	"MODC"	"T197"	2
"16810"	"MOX"	"T197"	0
"16811"	"MPH"	"T197"	0
"16812"	"MPHA"	"T197"	4
"16813"	"MPHB"	"T197"	0
"16814"	"MPHC"	"T197"	0
"16815"	"MPHD"	"T197"	0
"16816"	"MPHE"	"T197"	0
"16817"	"MPHG"	"T197"	0
"16818"	"MPHH"	"T197"	8
"16819"	"MPHI"	"T197"	0
"16820"	"MPHJ"	"T197"	0
"16821"	"MPHK"	"T197"	0
"16822"	"MPHM"	"T197"	0
"16823"	"MPHN"	"T197"	0
"16824"	"MPHO"	"T197"	18
"16825"	"MPRF"	"T197"	6
"16826"	"MPRFD|RequiresSNPConfirmation"	"T197"	0
"16827"	"MRDH"	"T197"	0
"16828"	"MREA"	"T197"	0
"16829"	"MRPOB|RequiresSNPConfirmation"	"T197"	0
"16830"	"MSBA"	"T197"	0
"16831"	"MSHA|RequiresSNPConfirmation"	"T197"	8
"16832"	"MSI"	"T197"	36
"16833"	"MSRA"	"T197"	0
"16834"	"MSRC"	"T197"	0
"16835"	"MSRD"	"T197"	0
"16836"	"MSRE"	"T197"	0
"16837"	"MSRF"	"T197"	0
"16838"	"MSRG"	"T197"	0
"16839"	"MSRH"	"T197"	0
"16840"	"MSRL"	"T197"	0
"16841"	"MTRA"	"T197"	0
"16842"	"MTRAD"	"T197"	0
"16843"	"MTRC"	"T197"	4
"16844"	"MTRC|RequiresSNPConfirmation"	"T197"	0
"16845"	"MTRD"	"T197"	2
"16846"	"MTRE"	"T197"	18
"16847"	"MTRF"	"T197"	8
"16848"	"MTRR|RequiresSNPConfirmation"	"T197"	0
"16849"	"MUPA"	"T197"	0
"16850"	"MUPB"	"T197"	0
"16851"	"MURA|RequiresSNPConfirmation"	"T197"	4
"16852"	"MURG|RequiresSNPConfirmation"	"T197"	0
"16853"	"MUS"	"T197"	0
"16854"	"MUXA"	"T197"	22
"16855"	"MUXB"	"T197"	116
"16856"	"MUXC"	"T197"	97
"16857"	"MVRC"	"T197"	0
"16858"	"MYMT"	"T197"	0
"16859"	"MYO"	"T197"	0
"16860"	"MYRA"	"T197"	6
"16861"	"MYX"	"T197"	4
"16862"	"NALC|RequiresSNPConfirmation"	"T197"	2
"16863"	"NALD|RequiresSNPConfirmation"	"T197"	2
"16864"	"NCCA"	"T197"	33
"16865"	"NCCB"	"T197"	20
"16866"	"NCCC"	"T197"	2
"16867"	"NCCH"	"T197"	4
"16868"	"NCCN"	"T197"	2
"16869"	"NCCX"	"T197"	0
"16870"	"NCCY"	"T197"	0
"16871"	"NCRA"	"T197"	0
"16872"	"NCRAN"	"T197"	0
"16873"	"NCRB"	"T197"	0
"16874"	"NCRBN"	"T197"	0
"16875"	"NCRC"	"T197"	0
"16876"	"NCRCN"	"T197"	0
"16877"	"NCRY"	"T197"	0
"16878"	"NCRYN"	"T197"	0
"16879"	"NCZA"	"T197"	65
"16880"	"NDH|RequiresSNPConfirmation"	"T197"	20
"16881"	"NDM"	"T197"	6
"16882"	"NFSA"	"T197"	0
"16883"	"NFXB|RequiresSNPConfirmation"	"T197"	0
"16884"	"NHAA"	"T197"	0
"16885"	"NHAB"	"T197"	0
"16886"	"NHLF"	"T197"	4
"16887"	"NIA"	"T197"	2
"16888"	"NIKA"	"T197"	2
"16889"	"NIKB"	"T197"	0
"16890"	"NIKC"	"T197"	0
"16891"	"NIKD"	"T197"	4
"16892"	"NIKE"	"T197"	6
"16893"	"NIKR"	"T197"	2
"16894"	"NIMA"	"T197"	0
"16895"	"NIMB"	"T197"	0
"16896"	"NIMC"	"T197"	0
"16897"	"NIMD"	"T197"	0
"16898"	"NIME"	"T197"	0
"16899"	"NIMF"	"T197"	0
"16900"	"NIMG"	"T197"	0
"16901"	"NIMH"	"T197"	0
"16902"	"NIMI"	"T197"	0
"16903"	"NIMJ"	"T197"	0
"16904"	"NIMK"	"T197"	0
"16905"	"NIRA"	"T197"	0
"16906"	"NIRB"	"T197"	0
"16907"	"NIRC"	"T197"	0
"16908"	"NIRD"	"T197"	0
"16909"	"NIXA"	"T197"	0
"16910"	"NMCA"	"T197"	0
"16911"	"NMPC"	"T197"	0
"16912"	"NMTR"	"T197"	0
"16913"	"NORA"	"T197"	0
"16914"	"NORB"	"T197"	0
"16915"	"NORBD"	"T197"	0
"16916"	"NORC"	"T197"	0
"16917"	"NORM"	"T197"	16
"16918"	"NORMD"	"T197"	2
"16919"	"NOVA"	"T197"	16
"16920"	"NPMA"	"T197"	0
"16921"	"NPMB"	"T197"	0
"16922"	"NPS"	"T197"	0
"16923"	"NREB"	"T197"	0
"16924"	"NRSA"	"T197"	0
"16925"	"NRSD"	"T197"	0
"16926"	"NRSR"	"T197"	0
"16927"	"NRSS"	"T197"	0
"16928"	"NSHR"	"T197"	20
"16929"	"NUOA|RequiresSNPConfirmation"	"T197"	10
"16930"	"O23S|RequiresSNPConfirmation"	"T197"	19
"16931"	"OCH"	"T197"	4
"16932"	"OHIO"	"T197"	0
"16933"	"OKP"	"T197"	6
"16934"	"OLEB"	"T197"	58
"16935"	"OLEC"	"T197"	121
"16936"	"OLED"	"T197"	2
"16937"	"OLEI"	"T197"	2
"16938"	"OMP36|RequiresSNPConfirmation"	"T197"	0
"16939"	"OMP37"	"T197"	6
"16940"	"OMP38"	"T197"	2
"16941"	"OMPA"	"T197"	2
"16942"	"OMPD"	"T197"	0
"16943"	"OMPF|RequiresSNPConfirmation"	"T197"	4
"16944"	"OMPFB|RequiresSNPConfirmation"	"T197"	0
"16945"	"OMPK|RequiresSNPConfirmation"	"T197"	2
"16946"	"OMPK36|RequiresSNPConfirmation"	"T197"	0
"16947"	"OMPR"	"T197"	21
"16948"	"OPCM"	"T197"	12
"16949"	"OPMB"	"T197"	16
"16950"	"OPMD"	"T197"	28
"16951"	"OPMH"	"T197"	14
"16952"	"OPRA"	"T197"	37
"16953"	"OPRD|RequiresSNPConfirmation"	"T197"	4
"16954"	"OPRJ"	"T197"	24
"16955"	"OPRM"	"T197"	16
"16956"	"OPRN"	"T197"	14
"16957"	"OPRZ"	"T197"	24
"16958"	"OPTRA"	"T197"	0
"16959"	"OQXA"	"T197"	6
"16960"	"OQXB"	"T197"	20
"16961"	"ORN"	"T197"	0
"16962"	"ORR"	"T197"	0
"16963"	"OSCA"	"T197"	0
"16964"	"OTRA"	"T197"	22
"16965"	"OTRB"	"T197"	26
"16966"	"OTRC"	"T197"	6
"16967"	"OXA"	"T197"	235
"16968"	"OXY"	"T197"	2
"16969"	"OXYRKP"	"T197"	0
"16970"	"P16S|RequiresSNPConfirmation"	"T197"	0
"16971"	"P23S|RequiresSNPConfirmation"	"T197"	0
"16972"	"PAC"	"T197"	2
"16973"	"PAND|RequiresSNPConfirmation"	"T197"	2
"16974"	"PARC|RequiresSNPConfirmation"	"T197"	133
"16975"	"PARE|RequiresSNPConfirmation"	"T197"	108
"16976"	"PAREF|RequiresSNPConfirmation"	"T197"	0
"16977"	"PARR"	"T197"	4
"16978"	"PARS"	"T197"	24
"16979"	"PARY"	"T197"	28
"16980"	"PATA"	"T197"	0
"16981"	"PATB"	"T197"	0
"16982"	"PBP1|RequiresSNPConfirmation"	"T197"	2
"16983"	"PBP1A|RequiresSNPConfirmation"	"T197"	0
"16984"	"PBP2"	"T197"	0
"16985"	"PBP2|RequiresSNPConfirmation"	"T197"	0
"16986"	"PBP2B|RequiresSNPConfirmation"	"T197"	0
"16987"	"PBP2X|RequiresSNPConfirmation"	"T197"	0
"16988"	"PBP3|RequiresSNPConfirmation"	"T197"	0
"16989"	"PBP4|RequiresSNPConfirmation"	"T197"	0
"16990"	"PBP4B"	"T197"	0
"16991"	"PBP5|RequiresSNPConfirmation"	"T197"	0
"16992"	"PBRA"	"T197"	20
"16993"	"PBRB"	"T197"	0
"16994"	"PBRD"	"T197"	0
"16995"	"PBRR"	"T197"	0
"16996"	"PBRT"	"T197"	2
"16997"	"PCM"	"T197"	2
"16998"	"PCOA"	"T197"	4
"16999"	"PCOB"	"T197"	4
"17000"	"PCOC"	"T197"	0
"17001"	"PCOD"	"T197"	0
"17002"	"PCOE"	"T197"	4
"17003"	"PCOR"	"T197"	0
"17004"	"PCOS"	"T197"	0
"17005"	"PDC"	"T197"	82
"17006"	"PDRM"	"T197"	0
"17007"	"PEDO"	"T197"	0
"17008"	"PENA"	"T197"	26
"17009"	"PENA|RequiresSNPConfirmation"	"T197"	0
"17010"	"PENI"	"T197"	52
"17011"	"PER"	"T197"	0
"17012"	"PERO"	"T197"	10
"17013"	"PERR"	"T197"	0
"17014"	"PEXA"	"T197"	0
"17015"	"PFM"	"T197"	2
"17016"	"PFR"	"T197"	0
"17017"	"PGBB"	"T197"	0
"17018"	"PGPA"	"T197"	10
"17019"	"PGSA|RequiresSNPConfirmation"	"T197"	0
"17020"	"PH23S|RequiresSNPConfirmation"	"T197"	4
"17021"	"PHOB|RequiresSNPConfirmation"	"T197"	8
"17022"	"PHOP|RequiresSNPConfirmation"	"T197"	14
"17023"	"PHOQ|RequiresSNPConfirmation"	"T197"	14
"17024"	"PHOR"	"T197"	4
"17025"	"PILQ|RequiresSNPConfirmation"	"T197"	2
"17026"	"PITA"	"T197"	4
"17027"	"PLA"	"T197"	0
"17028"	"PLN"	"T197"	0
"17029"	"PME"	"T197"	8
"17030"	"PMPM"	"T197"	14
"17031"	"PMRA"	"T197"	0
"17032"	"PMRAM"	"T197"	2
"17033"	"PMRAR|RequiresSNPConfirmation"	"T197"	2
"17034"	"PMRBM"	"T197"	12
"17035"	"PMRCM"	"T197"	6
"17036"	"PMRF"	"T197"	0
"17037"	"PMRG"	"T197"	2
"17038"	"PNCA|RequiresSNPConfirmation"	"T197"	4
"17039"	"PNGM"	"T197"	2
"17040"	"POM"	"T197"	12
"17041"	"POR|RequiresSNPConfirmation"	"T197"	8
"17042"	"POXT"	"T197"	0
"17043"	"PRC"	"T197"	4
"17044"	"PSE"	"T197"	0
"17045"	"PST"	"T197"	8
"17046"	"PSTA"	"T197"	0
"17047"	"PSTB"	"T197"	26
"17048"	"PSTC"	"T197"	4
"17049"	"PSTS"	"T197"	2
"17050"	"PSV"	"T197"	0
"17051"	"PTSL|RequiresSNPConfirmation"	"T197"	0
"17052"	"QACAB"	"T197"	0
"17053"	"QACC"	"T197"	0
"17054"	"QACD"	"T197"	0
"17055"	"QACE"	"T197"	0
"17056"	"QACEDELTA1"	"T197"	0
"17057"	"QACF"	"T197"	0
"17058"	"QACG"	"T197"	0
"17059"	"QACH"	"T197"	0
"17060"	"QACJ"	"T197"	0
"17061"	"QACK"	"T197"	0
"17062"	"QACL"	"T197"	0
"17063"	"QACPB"	"T197"	6
"17064"	"QACR"	"T197"	0
"17065"	"QACZ"	"T197"	0
"17066"	"QEPA"	"T197"	20
"17067"	"QNRA"	"T197"	0
"17068"	"QNRB"	"T197"	0
"17069"	"QNRC"	"T197"	0
"17070"	"QNRD"	"T197"	0
"17071"	"QNRE"	"T197"	0
"17072"	"QNRS"	"T197"	0
"17073"	"QNRVC"	"T197"	0
"17074"	"R39"	"T197"	0
"17075"	"RAHN"	"T197"	4
"17076"	"RAMA"	"T197"	0
"17077"	"RAMR|RequiresSNPConfirmation"	"T197"	2
"17078"	"RANA"	"T197"	0
"17079"	"RANB"	"T197"	0
"17080"	"RBPA"	"T197"	0
"17081"	"RCNA"	"T197"	0
"17082"	"RCNB"	"T197"	0
"17083"	"RCNR"	"T197"	0
"17084"	"RCP"	"T197"	0
"17085"	"RDXA"	"T197"	0
"17086"	"RECG"	"T197"	6
"17087"	"RECGM"	"T197"	33
"17088"	"REMB|RequiresSNPConfirmation"	"T197"	6
"17089"	"RGT"	"T197"	8
"17090"	"RIBD|RequiresSNPConfirmation"	"T197"	4
"17091"	"RICR"	"T197"	0
"17092"	"RLMA"	"T197"	0
"17093"	"RLMH"	"T197"	0
"17094"	"RM3"	"T197"	4
"17095"	"RMTA"	"T197"	0
"17096"	"RMTB"	"T197"	2
"17097"	"RMTC"	"T197"	0
"17098"	"RMTD"	"T197"	4
"17099"	"RMTE"	"T197"	0
"17100"	"RMTF"	"T197"	8
"17101"	"RMTG"	"T197"	2
"17102"	"RMTH"	"T197"	2
"17103"	"ROB"	"T197"	0
"17104"	"ROBA"	"T197"	0
"17105"	"ROSA"	"T197"	0
"17106"	"ROSB"	"T197"	4
"17107"	"ROX"	"T197"	38
"17108"	"RPH"	"T197"	42
"17109"	"RPLC|RequiresSNPConfirmation"	"T197"	0
"17110"	"RPLD|RequiresSNPConfirmation"	"T197"	0
"17111"	"RPOB"	"T197"	43
"17112"	"RPOB|RequiresSNPConfirmation"	"T197"	490
"17113"	"RPOC|RequiresSNPConfirmation"	"T197"	1
"17114"	"RPOCL|RequiresSNPConfirmation"	"T197"	0
"17115"	"RPOCR|RequiresSNPConfirmation"	"T197"	83
"17116"	"RPOS"	"T197"	0
"17117"	"RPSA|RequiresSNPConfirmation"	"T197"	11
"17118"	"RPSE|RequiresSNPConfirmation"	"T197"	0
"17119"	"RPSJ|RequiresSNPConfirmation"	"T197"	0
"17120"	"RPSL|RequiresSNPConfirmation"	"T197"	2
"17121"	"RRL|RequiresSNPConfirmation"	"T197"	9
"17122"	"RRS|RequiresSNPConfirmation"	"T197"	9
"17123"	"RRSA|RequiresSNPConfirmation"	"T197"	1
"17124"	"RRSC|RequiresSNPConfirmation"	"T197"	7
"17125"	"RRSH|RequiresSNPConfirmation"	"T197"	6
"17126"	"RSA"	"T197"	0
"17127"	"RSC"	"T197"	0
"17128"	"RSD1"	"T197"	0
"17129"	"RSD2"	"T197"	0
"17130"	"RSMA"	"T197"	0
"17131"	"RTG"	"T197"	0
"17132"	"RUB"	"T197"	8
"17133"	"RUVB"	"T197"	22
"17134"	"RUVBM"	"T197"	4
"17135"	"RV0678|RequiresSNPConfirmation"	"T197"	8
"17136"	"SALA"	"T197"	0
"17137"	"SALB"	"T197"	0
"17138"	"SALC"	"T197"	0
"17139"	"SALD"	"T197"	0
"17140"	"SALE"	"T197"	0
"17141"	"SAT"	"T197"	6
"17142"	"SCO"	"T197"	0
"17143"	"SDEA"	"T197"	0
"17144"	"SDEB"	"T197"	46
"17145"	"SDEX"	"T197"	10
"17146"	"SDEY"	"T197"	24
"17147"	"SDIA"	"T197"	0
"17148"	"SDRM"	"T197"	0
"17149"	"SED"	"T197"	6
"17150"	"SEPA"	"T197"	2
"17151"	"SFB"	"T197"	0
"17152"	"SFC"	"T197"	4
"17153"	"SFDC"	"T197"	2
"17154"	"SFH"	"T197"	0
"17155"	"SFH1"	"T197"	0
"17156"	"SFO"	"T197"	0
"17157"	"SGM"	"T197"	10
"17158"	"SHN"	"T197"	0
"17159"	"SHV"	"T197"	26
"17160"	"SILA"	"T197"	4
"17161"	"SILB"	"T197"	0
"17162"	"SILC"	"T197"	0
"17163"	"SILE"	"T197"	0
"17164"	"SILF"	"T197"	0
"17165"	"SILP"	"T197"	0
"17166"	"SILR"	"T197"	0
"17167"	"SILS"	"T197"	0
"17168"	"SIM"	"T197"	0
"17169"	"SITA"	"T197"	0
"17170"	"SITABCD"	"T197"	8
"17171"	"SITB"	"T197"	0
"17172"	"SITC"	"T197"	0
"17173"	"SITD"	"T197"	0
"17174"	"SLB"	"T197"	0
"17175"	"SMB"	"T197"	8
"17176"	"SMDA"	"T197"	16
"17177"	"SMDB"	"T197"	34
"17178"	"SME"	"T197"	179
"17179"	"SMET"	"T197"	4
"17180"	"SMFY"	"T197"	18
"17181"	"SMR"	"T197"	0
"17182"	"SMRA"	"T197"	76
"17183"	"SMTA"	"T197"	0
"17184"	"SMTB"	"T197"	0
"17185"	"SMVA"	"T197"	2
"17186"	"SODA"	"T197"	8
"17187"	"SODB"	"T197"	14
"17188"	"SOXR"	"T197"	0
"17189"	"SOXR|RequiresSNPConfirmation"	"T197"	0
"17190"	"SOXRB"	"T197"	0
"17191"	"SOXS"	"T197"	0
"17192"	"SOXS|RequiresSNPConfirmation"	"T197"	0
"17193"	"SPG"	"T197"	6
