"Gene"	"Project_ID"	"Counts"
"37572"	"RUB"	"T343"	18
"37573"	"RUVB"	"T343"	260
"37574"	"RUVBM"	"T343"	209
"37575"	"RV0678|RequiresSNPConfirmation"	"T343"	16
"37576"	"SALA"	"T343"	116
"37577"	"SALB"	"T343"	133
"37578"	"SALC"	"T343"	60
"37579"	"SALD"	"T343"	72
"37580"	"SALE"	"T343"	68
"37581"	"SAT"	"T343"	602
"37582"	"SCO"	"T343"	38
"37583"	"SDEA"	"T343"	10
"37584"	"SDEB"	"T343"	888
"37585"	"SDEX"	"T343"	86
"37586"	"SDEY"	"T343"	151
"37587"	"SDIA"	"T343"	14
"37588"	"SDRM"	"T343"	30
"37589"	"SED"	"T343"	100
"37590"	"SEPA"	"T343"	88
"37591"	"SFB"	"T343"	14
"37592"	"SFC"	"T343"	4
"37593"	"SFDC"	"T343"	46
"37594"	"SFH"	"T343"	10
"37595"	"SFH1"	"T343"	12
"37596"	"SFO"	"T343"	18
"37597"	"SGM"	"T343"	114
"37598"	"SHN"	"T343"	20
"37599"	"SHV"	"T343"	466
"37600"	"SILA"	"T343"	196
"37601"	"SILB"	"T343"	33
"37602"	"SILC"	"T343"	46
"37603"	"SILE"	"T343"	10
"37604"	"SILF"	"T343"	3
"37605"	"SILP"	"T343"	118
"37606"	"SILR"	"T343"	16
"37607"	"SILS"	"T343"	84
"37608"	"SIM"	"T343"	22
"37609"	"SITA"	"T343"	24
"37610"	"SITABCD"	"T343"	169
"37611"	"SITB"	"T343"	114
"37612"	"SITC"	"T343"	12
"37613"	"SITD"	"T343"	14
"37614"	"SLB"	"T343"	4
"37615"	"SMB"	"T343"	82
"37616"	"SMDA"	"T343"	492
"37617"	"SMDB"	"T343"	521
"37618"	"SME"	"T343"	3246
"37619"	"SMET"	"T343"	74
"37620"	"SMFY"	"T343"	446
"37621"	"SMR"	"T343"	8
"37622"	"SMRA"	"T343"	606
"37623"	"SMTA"	"T343"	6
"37624"	"SMTB"	"T343"	20
"37625"	"SMVA"	"T343"	28
"37626"	"SODA"	"T343"	87
"37627"	"SODB"	"T343"	286
"37628"	"SOXR"	"T343"	80
"37629"	"SOXR|RequiresSNPConfirmation"	"T343"	10
"37630"	"SOXRB"	"T343"	27
"37631"	"SOXS"	"T343"	6
"37632"	"SOXS|RequiresSNPConfirmation"	"T343"	0
"37633"	"SPG"	"T343"	124
"37634"	"SPM"	"T343"	28
"37635"	"SPN"	"T343"	304
"37636"	"SPR"	"T343"	34
"37637"	"SPS"	"T343"	10
"37638"	"SRMB"	"T343"	1080
"37639"	"SRPA"	"T343"	2
"37640"	"SRPB"	"T343"	120
"37641"	"SRPC"	"T343"	28
"37642"	"SRPCC"	"T343"	12
"37643"	"SRPR"	"T343"	4
"37644"	"SRPS"	"T343"	10
"37645"	"SRT"	"T343"	464
"37646"	"SSME"	"T343"	56
"37647"	"STA"	"T343"	176
"37648"	"SUGE"	"T343"	8
"37649"	"SULI"	"T343"	587
"37650"	"SULII"	"T343"	169
"37651"	"SULIII"	"T343"	8
"37652"	"SULIV"	"T343"	18
"37653"	"SULR"	"T343"	42
"37654"	"SULX"	"T343"	44
"37655"	"TAEA"	"T343"	336
"37656"	"TAP"	"T343"	172
"37657"	"TBTA"	"T343"	90
"37658"	"TBTB"	"T343"	356
"37659"	"TBTM"	"T343"	114
"37660"	"TBTR"	"T343"	84
"37661"	"TCMA"	"T343"	384
"37662"	"TCR3"	"T343"	410
"37663"	"TCRA"	"T343"	1111
"37664"	"TCRB"	"T343"	797
"37665"	"TCRY"	"T343"	209
"37666"	"TCRZ"	"T343"	66
"37667"	"TEHA"	"T343"	24
"37668"	"TEHB"	"T343"	14
"37669"	"TEM"	"T343"	117
"37670"	"TER"	"T343"	208
"37671"	"TERB"	"T343"	22
"37672"	"TERC"	"T343"	60
"37673"	"TERD"	"T343"	26
"37674"	"TERE"	"T343"	54
"37675"	"TERW"	"T343"	8
"37676"	"TERZ"	"T343"	18
"37677"	"TET16S|RequiresSNPConfirmation"	"T343"	8279
"37678"	"TET30"	"T343"	90
"37679"	"TET31"	"T343"	10
"37680"	"TET32"	"T343"	328
"37681"	"TET33"	"T343"	571
"37682"	"TET34"	"T343"	0
"37683"	"TET35"	"T343"	38
"37684"	"TET36"	"T343"	20
"37685"	"TET37"	"T343"	18
"37686"	"TET38"	"T343"	26
"37687"	"TET39"	"T343"	28
"37688"	"TET40"	"T343"	268
"37689"	"TET42"	"T343"	278
"37690"	"TET43"	"T343"	110
"37691"	"TET44"	"T343"	570
"37692"	"TET45"	"T343"	26
"37693"	"TET47"	"T343"	14
"37694"	"TET48"	"T343"	24
"37695"	"TET49"	"T343"	22
"37696"	"TET50"	"T343"	58
"37697"	"TET51"	"T343"	18
"37698"	"TET52"	"T343"	10
"37699"	"TET53"	"T343"	40
"37700"	"TET54"	"T343"	18
"37701"	"TET55"	"T343"	4
"37702"	"TET56"	"T343"	22
"37703"	"TET57"	"T343"	60
"37704"	"TET58"	"T343"	64
"37705"	"TET59"	"T343"	18
"37706"	"TET62"	"T343"	56
"37707"	"TET63"	"T343"	74
"37708"	"TET64"	"T343"	436
"37709"	"TETA"	"T343"	1696
"37710"	"TETA46"	"T343"	34
"37711"	"TETA60"	"T343"	78
"37712"	"TETB"	"T343"	53
"37713"	"TETB46"	"T343"	66
"37714"	"TETB60"	"T343"	30
"37715"	"TETBP"	"T343"	181
"37716"	"TETC"	"T343"	156
"37717"	"TETD"	"T343"	36
"37718"	"TETE"	"T343"	16
"37719"	"TETG"	"T343"	56
"37720"	"TETH"	"T343"	22
"37721"	"TETJ"	"T343"	20
"37722"	"TETK"	"T343"	127
"37723"	"TETL"	"T343"	336
"37724"	"TETM"	"T343"	678
"37725"	"TETO"	"T343"	1305
"37726"	"TETQ"	"T343"	1115
"37727"	"TETR|RequiresSNPConfirmation"	"T343"	752
"37728"	"TETRM|RequiresSNPConfirmation"	"T343"	21
"37729"	"TETS"	"T343"	128
"37730"	"TETT"	"T343"	98
"37731"	"TETU"	"T343"	4
"37732"	"TETV"	"T343"	262
"37733"	"TETW"	"T343"	3868
"37734"	"TETX"	"T343"	157
"37735"	"TETY"	"T343"	66
"37736"	"TETZ"	"T343"	328
"37737"	"THINB"	"T343"	166
"37738"	"THYA|RequiresSNPConfirmation"	"T343"	365
"37739"	"TLA"	"T343"	110
"37740"	"TLMB"	"T343"	144
"37741"	"TLRC"	"T343"	1661
"37742"	"TLRCM"	"T343"	969
"37743"	"TLYA|RequiresSNPConfirmation"	"T343"	126
"37744"	"TMB"	"T343"	4
"37745"	"TMRB"	"T343"	20
"37746"	"TOLC"	"T343"	93
"37747"	"TOLCSM"	"T343"	197
"37748"	"TOPR"	"T343"	198
"37749"	"TRGA"	"T343"	46
"37750"	"TRGB"	"T343"	330
"37751"	"TRIA"	"T343"	200
"37752"	"TRIAP"	"T343"	8
"37753"	"TRIB"	"T343"	370
"37754"	"TRIBP"	"T343"	2
"37755"	"TRIC"	"T343"	764
"37756"	"TRICP"	"T343"	40
"37757"	"TROA"	"T343"	18
"37758"	"TROB"	"T343"	164
"37759"	"TROC"	"T343"	12
"37760"	"TROD"	"T343"	64
"37761"	"TROR"	"T343"	8
"37762"	"TRU"	"T343"	76
"37763"	"TSNR"	"T343"	136
"37764"	"TTGA"	"T343"	88
"37765"	"TTGB"	"T343"	510
"37766"	"TTGC"	"T343"	142
"37767"	"TTGE"	"T343"	226
"37768"	"TTGF"	"T343"	80
"37769"	"TTGG"	"T343"	4
"37770"	"TTGR"	"T343"	102
"37771"	"TTGT"	"T343"	94
"37772"	"TTGV"	"T343"	20
"37773"	"TTGW"	"T343"	6
"37774"	"TTU"	"T343"	10
"37775"	"TUFAB|RequiresSNPConfirmation"	"T343"	8095
"37776"	"TUNR"	"T343"	42
"37777"	"TUPA"	"T343"	2
"37778"	"TUPB"	"T343"	6
"37779"	"TUPC"	"T343"	2
"37780"	"TUS"	"T343"	0
"37781"	"TVAA"	"T343"	28
"37782"	"TVAB"	"T343"	94
"37783"	"UGD"	"T343"	27
"37784"	"UHPT|RequiresSNPConfirmation"	"T343"	106
"37785"	"UL3|RequiresSNPConfirmation"	"T343"	138
"37786"	"VAM"	"T343"	14
"37787"	"VAN"	"T343"	16
"37788"	"VAN|RequiresSNPConfirmation"	"T343"	22
"37789"	"VANA"	"T343"	408
"37790"	"VANB"	"T343"	44
"37791"	"VANC"	"T343"	124
"37792"	"VAND"	"T343"	78
"37793"	"VANE"	"T343"	40
"37794"	"VANG"	"T343"	70
"37795"	"VANHA"	"T343"	372
"37796"	"VANHB"	"T343"	50
"37797"	"VANHD"	"T343"	422
"37798"	"VANI"	"T343"	126
"37799"	"VANK"	"T343"	248
"37800"	"VANL"	"T343"	32
"37801"	"VANN"	"T343"	26
"37802"	"VANRA"	"T343"	108
"37803"	"VANRB"	"T343"	112
"37804"	"VANRC"	"T343"	291
"37805"	"VANRD"	"T343"	146
"37806"	"VANRE"	"T343"	32
"37807"	"VANRG"	"T343"	117
"37808"	"VANRI"	"T343"	116
"37809"	"VANRL"	"T343"	78
"37810"	"VANRN"	"T343"	31
"37811"	"VANRO"	"T343"	204
"37812"	"VANRS"	"T343"	199
"37813"	"VANSA"	"T343"	46
"37814"	"VANSB"	"T343"	66
"37815"	"VANSC"	"T343"	87
"37816"	"VANSD"	"T343"	161
"37817"	"VANSE"	"T343"	16
"37818"	"VANSG"	"T343"	28
"37819"	"VANSL"	"T343"	28
"37820"	"VANSM"	"T343"	98
"37821"	"VANSN"	"T343"	24
"37822"	"VANSO"	"T343"	102
"37823"	"VANTC"	"T343"	108
"37824"	"VANTE"	"T343"	74
"37825"	"VANTG"	"T343"	58
"37826"	"VANTML"	"T343"	12
"37827"	"VANTN"	"T343"	44
"37828"	"VANTRL"	"T343"	14
"37829"	"VANWA"	"T343"	8
"37830"	"VANWB"	"T343"	12
"37831"	"VANWG"	"T343"	4
"37832"	"VANWI"	"T343"	14
"37833"	"VANXA"	"T343"	388
"37834"	"VANXB"	"T343"	140
"37835"	"VANXD"	"T343"	26
"37836"	"VANXI"	"T343"	0
"37837"	"VANXM"	"T343"	282
"37838"	"VANXO"	"T343"	0
"37839"	"VANXYC"	"T343"	94
"37840"	"VANXYE"	"T343"	30
"37841"	"VANXYG"	"T343"	14
"37842"	"VANXYL"	"T343"	10
"37843"	"VANXYN"	"T343"	6
"37844"	"VANYA"	"T343"	318
"37845"	"VANYB"	"T343"	44
"37846"	"VANYD"	"T343"	82
"37847"	"VANYF"	"T343"	156
"37848"	"VANYG"	"T343"	28
"37849"	"VANZA"	"T343"	46
"37850"	"VARG"	"T343"	6
"37851"	"VATA"	"T343"	46
"37852"	"VATB"	"T343"	65
"37853"	"VATC"	"T343"	22
"37854"	"VATD"	"T343"	22
"37855"	"VATE"	"T343"	10
"37856"	"VATF"	"T343"	4
"37857"	"VATI"	"T343"	2
"37858"	"VCAM"	"T343"	64
"37859"	"VCC"	"T343"	18
"37860"	"VCEA"	"T343"	16
"37861"	"VCEB"	"T343"	22
"37862"	"VCEC"	"T343"	16
"37863"	"VCER"	"T343"	10
"37864"	"VCMA"	"T343"	8
"37865"	"VCRM"	"T343"	30
"37866"	"VEB"	"T343"	281
"37867"	"VEXA"	"T343"	22
"37868"	"VEXB"	"T343"	66
"37869"	"VEXC"	"T343"	30
"37870"	"VEXD"	"T343"	74
"37871"	"VEXE"	"T343"	32
"37872"	"VEXF"	"T343"	16
"37873"	"VEXH"	"T343"	32
"37874"	"VEXK"	"T343"	64
"37875"	"VGA"	"T343"	214
"37876"	"VGAB"	"T343"	76
"37877"	"VGAD"	"T343"	56
"37878"	"VGAE"	"T343"	64
"37879"	"VGBA"	"T343"	6
"37880"	"VGBB"	"T343"	32
"37881"	"VGBC"	"T343"	10
"37882"	"VHW"	"T343"	16
"37883"	"VIM"	"T343"	117
"37884"	"VMB"	"T343"	10
"37885"	"VMEA"	"T343"	8
"37886"	"VMEB"	"T343"	56
"37887"	"VMEC"	"T343"	6
"37888"	"VMED"	"T343"	58
"37889"	"VMEE"	"T343"	12
"37890"	"VMEF"	"T343"	54
"37891"	"VMEG"	"T343"	24
"37892"	"VMEH"	"T343"	6
"37893"	"VMEI"	"T343"	32
"37894"	"VMEJ"	"T343"	66
"37895"	"VMEK"	"T343"	72
"37896"	"VMEP"	"T343"	10
"37897"	"VMEQ"	"T343"	154
"37898"	"VMET"	"T343"	6
"37899"	"VMEU"	"T343"	10
"37900"	"VMEV"	"T343"	38
"37901"	"VMEY"	"T343"	52
"37902"	"VMEZ"	"T343"	20
"37903"	"VMLR"	"T343"	38
"37904"	"VMRA"	"T343"	22
"37905"	"VPH"	"T343"	304
"37906"	"VPOC"	"T343"	14
"37907"	"WALK|RequiresSNPConfirmation"	"T343"	50
"37908"	"WHH"	"T343"	10
"37909"	"WTPA"	"T343"	42
"37910"	"WTPB"	"T343"	0
"37911"	"WTPC"	"T343"	58
"37912"	"WUS"	"T343"	2
"37913"	"YAJC"	"T343"	14
"37914"	"YBTP"	"T343"	338
"37915"	"YBTQ"	"T343"	122
"37916"	"YCHH"	"T343"	5
"37917"	"YCNJ"	"T343"	70
"37918"	"YCNK"	"T343"	6
"37919"	"YDDG"	"T343"	20
"37920"	"YDEI"	"T343"	7
"37921"	"YDEO"	"T343"	18
"37922"	"YDEP"	"T343"	76
"37923"	"YEM"	"T343"	24
"37924"	"YFEA"	"T343"	12
"37925"	"YFEB"	"T343"	12
"37926"	"YFEC"	"T343"	30
"37927"	"YFED"	"T343"	16
"37928"	"YFMO"	"T343"	30
"37929"	"YFMP"	"T343"	24
"37930"	"YGIW"	"T343"	162
"37931"	"YGJH"	"T343"	38
"37932"	"YHCN"	"T343"	12
"37933"	"YIEF"	"T343"	39
"37934"	"YJAA"	"T343"	2
"37935"	"YJCG"	"T343"	126
"37936"	"YKKC"	"T343"	16
"37937"	"YKKCL|RequiresSNPConfirmation"	"T343"	98
"37938"	"YODB"	"T343"	53
"37939"	"YOGI"	"T343"	123
"37940"	"YRC"	"T343"	10
"37941"	"YYBT|RequiresSNPConfirmation"	"T343"	74
"37942"	"ZBMA"	"T343"	94
"37943"	"ZEVA"	"T343"	16
"37944"	"ZEVB"	"T343"	6
"37945"	"ZIAA"	"T343"	56
"37946"	"ZIAR"	"T343"	0
"37947"	"ZINT"	"T343"	30
"37948"	"ZIPB"	"T343"	456
"37949"	"ZITB"	"T343"	56
"37950"	"ZNEB"	"T343"	88
"37951"	"ZNTA"	"T343"	244
"37952"	"ZNTR"	"T343"	18
"37953"	"ZNUA"	"T343"	35
"37954"	"ZNUB"	"T343"	116
"37955"	"ZNUC"	"T343"	22
"37956"	"ZOG"	"T343"	36
"37957"	"ZRAR"	"T343"	123
"37958"	"ZRAS"	"T343"	91
"37959"	"ZUPT"	"T343"	16
"37960"	"ZUR"	"T343"	20
"37961"	"A16S|RequiresSNPConfirmation"	"T9"	4710
"37962"	"AAC2-PRIME"	"T9"	200
"37963"	"AAC3"	"T9"	1478
"37964"	"AAC3-PRIME"	"T9"	6
"37965"	"AAC6-PRIME"	"T9"	1355
"37966"	"AAK"	"T9"	14
"37967"	"ABAF"	"T9"	0
"37968"	"ABAQ"	"T9"	4
"37969"	"ABCA"	"T9"	10
"37970"	"ABEM"	"T9"	4
"37971"	"ABES"	"T9"	0
"37972"	"ABUO"	"T9"	2
"37973"	"ACC"	"T9"	8
"37974"	"ACI"	"T9"	6
"37975"	"ACN"	"T9"	892
"37976"	"ACR3"	"T9"	0
"37977"	"ACRA"	"T9"	36
"37978"	"ACRB"	"T9"	100
"37979"	"ACRB|RequiresSNPConfirmation"	"T9"	84
"37980"	"ACRC"	"T9"	94
"37981"	"ACRD"	"T9"	172
"37982"	"ACRE"	"T9"	10
"37983"	"ACRF"	"T9"	30
"37984"	"ACRR|RequiresSNPConfirmation"	"T9"	18
"37985"	"ACRS"	"T9"	0
"37986"	"ACT"	"T9"	170
"37987"	"ACTA"	"T9"	104
"37988"	"ACTP"	"T9"	484
"37989"	"ACTP1"	"T9"	264
"37990"	"ACTPC"	"T9"	864
"37991"	"ACTR"	"T9"	157
"37992"	"ACTS"	"T9"	132
"37993"	"ADC"	"T9"	44
"37994"	"ADEA"	"T9"	0
"37995"	"ADEB"	"T9"	10
"37996"	"ADEC"	"T9"	0
"37997"	"ADED"	"T9"	2
"37998"	"ADEE"	"T9"	4
"37999"	"ADEF"	"T9"	2
"38000"	"ADEG"	"T9"	22
"38001"	"ADEH"	"T9"	0
"38002"	"ADEI"	"T9"	0
"38003"	"ADEJ"	"T9"	6
"38004"	"ADEK"	"T9"	4
"38005"	"ADEL"	"T9"	0
"38006"	"ADEN"	"T9"	0
"38007"	"ADER"	"T9"	0
"38008"	"ADES"	"T9"	0
"38009"	"ADET1"	"T9"	6
"38010"	"ADET2"	"T9"	0
"38011"	"AER"	"T9"	14
"38012"	"AFM"	"T9"	26
"38013"	"AHPC|RequiresSNPConfirmation"	"T9"	36
"38014"	"AIM"	"T9"	126
"38015"	"AIOA"	"T9"	8
"38016"	"AIOB"	"T9"	6
"38017"	"AIOE"	"T9"	50
"38018"	"AIOR"	"T9"	64
"38019"	"AIOS"	"T9"	20
"38020"	"AIOX"	"T9"	48
"38021"	"ALG"	"T9"	178
"38022"	"ALI"	"T9"	0
"38023"	"ALMG"	"T9"	0
"38024"	"ALR|RequiresSNPConfirmation"	"T9"	60
"38025"	"ALU1P"	"T9"	0
"38026"	"AMPC"	"T9"	54
"38027"	"AMPCR|RequiresSNPConfirmation"	"T9"	0
"38028"	"AMPH"	"T9"	84
"38029"	"AMRA"	"T9"	436
"38030"	"AMRB"	"T9"	737
"38031"	"AMVA"	"T9"	4
"38032"	"ANA"	"T9"	78
"38033"	"ANT2-DPRIME"	"T9"	44
"38034"	"ANT3-DPRIME"	"T9"	166
"38035"	"ANT4-PRIME"	"T9"	44
"38036"	"ANT6"	"T9"	52
"38037"	"ANT9"	"T9"	18
"38038"	"APH2-DPRIME"	"T9"	55
"38039"	"APH3-DPRIME"	"T9"	535
"38040"	"APH3-PRIME"	"T9"	480
"38041"	"APH4"	"T9"	44
"38042"	"APH6"	"T9"	422
"38043"	"APH7-DPRIME"	"T9"	100
"38044"	"APH9"	"T9"	68
"38045"	"APMA"	"T9"	2
"38046"	"AQU"	"T9"	36
"38047"	"ARIR"	"T9"	0
"38048"	"ARL"	"T9"	0
"38049"	"ARLR"	"T9"	12
"38050"	"ARLS"	"T9"	0
"38051"	"ARMA"	"T9"	0
"38052"	"ARMR"	"T9"	4
"38053"	"ARNA"	"T9"	408
"38054"	"ARNT"	"T9"	130
"38055"	"ARR"	"T9"	133
"38056"	"ARRA"	"T9"	22
"38057"	"ARRB"	"T9"	0
"38058"	"ARSA"	"T9"	20
"38059"	"ARSB"	"T9"	38
"38060"	"ARSBM"	"T9"	62
"38061"	"ARSC"	"T9"	2
"38062"	"ARSCM"	"T9"	7
"38063"	"ARSD"	"T9"	0
"38064"	"ARSDM"	"T9"	0
"38065"	"ARSH"	"T9"	4
"38066"	"ARSHN"	"T9"	2
"38067"	"ARSM"	"T9"	159
"38068"	"ARSP"	"T9"	0
"38069"	"ARSR"	"T9"	10
"38070"	"ARSRM"	"T9"	0
"38071"	"ARST"	"T9"	248
"38072"	"ASMA"	"T9"	152
"38073"	"ASR"	"T9"	1
"38074"	"AST"	"T9"	182
"38075"	"AXC"	"T9"	138
"38076"	"AXY"	"T9"	1004
"38077"	"AXYZ|RequiresSNPConfirmation"	"T9"	104
"38078"	"AZECL"	"T9"	0
"38079"	"BACA"	"T9"	16
"38080"	"BAER"	"T9"	87
"38081"	"BAES"	"T9"	48
"38082"	"BAHA"	"T9"	16
"38083"	"BASRS"	"T9"	200
"38084"	"BASRS|RequiresSNPConfirmation"	"T9"	106
"38085"	"BAT"	"T9"	0
"38086"	"BBI"	"T9"	0
"38087"	"BC"	"T9"	4
"38088"	"BCII"	"T9"	0
"38089"	"BCL"	"T9"	18
"38090"	"BCR"	"T9"	32
"38091"	"BCR1"	"T9"	194
"38092"	"BCRA"	"T9"	16
"38093"	"BCRB"	"T9"	36
"38094"	"BCRC"	"T9"	0
"38095"	"BCRCM"	"T9"	4
"38096"	"BEL"	"T9"	2
"38097"	"BEPC"	"T9"	4
"38098"	"BEPD"	"T9"	76
"38099"	"BEPE"	"T9"	383
"38100"	"BEPF"	"T9"	116
"38101"	"BEPG"	"T9"	256
"38102"	"BES"	"T9"	22
"38103"	"BEXA"	"T9"	20
"38104"	"BFRA"	"T9"	2
"38105"	"BHSA"	"T9"	2
"38106"	"BIC"	"T9"	0
"38107"	"BIL"	"T9"	8
"38108"	"BJP1"	"T9"	269
"38109"	"BKC"	"T9"	138
"38110"	"BLA1"	"T9"	0
"38111"	"BLA2"	"T9"	0
"38112"	"BLAA"	"T9"	152
"38113"	"BLAB"	"T9"	4
"38114"	"BLAC"	"T9"	42
"38115"	"BLACRP"	"T9"	58
"38116"	"BLAE"	"T9"	50
"38117"	"BLAEAM"	"T9"	26
"38118"	"BLAEC"	"T9"	4
"38119"	"BLAECM"	"T9"	128
"38120"	"BLAF"	"T9"	70
"38121"	"BLAI"	"T9"	0
"38122"	"BLAL"	"T9"	168
"38123"	"BLAP"	"T9"	6
"38124"	"BLAPAM"	"T9"	136
"38125"	"BLAPLA"	"T9"	6
"38126"	"BLAR"	"T9"	2
"38127"	"BLAS"	"T9"	96
"38128"	"BLASGM"	"T9"	856
"38129"	"BLASME"	"T9"	0
"38130"	"BLAZ"	"T9"	6
"38131"	"BLE"	"T9"	82
"38132"	"BLM"	"T9"	98
"38133"	"BLT"	"T9"	4
"38134"	"BLTD"	"T9"	0
"38135"	"BLTR"	"T9"	16
"38136"	"BMR"	"T9"	0
"38137"	"BPU"	"T9"	0
"38138"	"BRO"	"T9"	2
"38139"	"BRP"	"T9"	2
"38140"	"BSU"	"T9"	0
"38141"	"BUT"	"T9"	42
"38142"	"CADA"	"T9"	0
"38143"	"CADC"	"T9"	0
"38144"	"CADD"	"T9"	0
"38145"	"CADR"	"T9"	8
"38146"	"CADX"	"T9"	2
"38147"	"CAM"	"T9"	30
"38148"	"CAP16S|RequiresSNPConfirmation"	"T9"	256
"38149"	"CARA"	"T9"	361
"38150"	"CARB"	"T9"	20
"38151"	"CAT"	"T9"	96
"38152"	"CATA"	"T9"	64
"38153"	"CATB|RequiresSNPConfirmation"	"T9"	145
"38154"	"CATP|RequiresSNPConfirmation"	"T9"	0
"38155"	"CATS"	"T9"	0
"38156"	"CATT"	"T9"	0
"38157"	"CAU"	"T9"	44
"38158"	"CBLA"	"T9"	11
"38159"	"CBP"	"T9"	0
"38160"	"CCRA"	"T9"	0
"38161"	"CDEA"	"T9"	0
"38162"	"CDSA|RequiresSNPConfirmation"	"T9"	0
"38163"	"CEOA"	"T9"	248
"38164"	"CEOB"	"T9"	1170
"38165"	"CEPA"	"T9"	10
"38166"	"CEPAB"	"T9"	58
"38167"	"CEPH"	"T9"	26
"38168"	"CEPS"	"T9"	12
"38169"	"CEUE"	"T9"	0
"38170"	"CFE"	"T9"	38
"38171"	"CFIA"	"T9"	30
"38172"	"CFR"	"T9"	9
"38173"	"CFRA"	"T9"	2
"38174"	"CFRB"	"T9"	0
"38175"	"CFRC"	"T9"	0
"38176"	"CFX"	"T9"	11
"38177"	"CGA"	"T9"	12
"38178"	"CGB"	"T9"	0
"38179"	"CHAA"	"T9"	6
"38180"	"CHR"	"T9"	94
"38181"	"CHRA"	"T9"	217
"38182"	"CHRB"	"T9"	28
"38183"	"CHRB1"	"T9"	26
"38184"	"CHRBM"	"T9"	56
"38185"	"CHRC"	"T9"	27
"38186"	"CHRE"	"T9"	0
"38187"	"CHRF"	"T9"	10
"38188"	"CHRI"	"T9"	0
"38189"	"CHRR"	"T9"	0
"38190"	"CIA"	"T9"	6
"38191"	"CINA"	"T9"	32
"38192"	"CIPA"	"T9"	0
"38193"	"CKO"	"T9"	12
"38194"	"CLBA"	"T9"	0
"38195"	"CLBB"	"T9"	0
"38196"	"CLBC"	"T9"	0
"38197"	"CLBD"	"T9"	2
"38198"	"CLS|RequiresSNPConfirmation"	"T9"	4
"38199"	"CMA"	"T9"	2
"38200"	"CME"	"T9"	0
"38201"	"CMEA"	"T9"	2
"38202"	"CMEB"	"T9"	0
"38203"	"CMEC"	"T9"	2
"38204"	"CMED"	"T9"	0
"38205"	"CMEE"	"T9"	0
"38206"	"CMEF"	"T9"	0
"38207"	"CMER"	"T9"	0
"38208"	"CMH"	"T9"	2
"38209"	"CML"	"T9"	268
"38210"	"CMLA"	"T9"	16
"38211"	"CMLB"	"T9"	26
"38212"	"CMLR"	"T9"	94
"38213"	"CMLV"	"T9"	344
"38214"	"CMR"	"T9"	0
"38215"	"CMRA"	"T9"	62
"38216"	"CMTR"	"T9"	18
"38217"	"CMX"	"T9"	12
"38218"	"CMY"	"T9"	200
"38219"	"CNRA"	"T9"	701
"38220"	"CNRB"	"T9"	74
"38221"	"CNRC"	"T9"	74
"38222"	"CNRH"	"T9"	18
"38223"	"CNRR"	"T9"	12
"38224"	"CNRT"	"T9"	22
"38225"	"CNRY"	"T9"	2
"38226"	"COAR"	"T9"	4
"38227"	"COMR"	"T9"	16
"38228"	"COPA"	"T9"	980
"38229"	"COPAM"	"T9"	60
"38230"	"COPB"	"T9"	274
"38231"	"COPBM"	"T9"	0
"38232"	"COPC"	"T9"	56
"38233"	"COPD"	"T9"	90
"38234"	"COPF"	"T9"	302
"38235"	"COPG"	"T9"	34
"38236"	"COPJ"	"T9"	20
"38237"	"COPK"	"T9"	0
"38238"	"COPL"	"T9"	26
"38239"	"COPM"	"T9"	12
"38240"	"COPP"	"T9"	0
"38241"	"COPR"	"T9"	144
"38242"	"COPS"	"T9"	136
"38243"	"COPV"	"T9"	100
"38244"	"COPY"	"T9"	0
"38245"	"COPZ"	"T9"	0
"38246"	"CORA"	"T9"	26
"38247"	"CORB"	"T9"	18
"38248"	"CORC"	"T9"	7
"38249"	"CORD"	"T9"	1
"38250"	"CORR"	"T9"	178
"38251"	"CORS"	"T9"	118
"38252"	"CORT"	"T9"	46
"38253"	"CPAA"	"T9"	0
"38254"	"CPHA"	"T9"	154
"38255"	"CPRR"	"T9"	178
"38256"	"CPRS"	"T9"	150
"38257"	"CPS"	"T9"	2
"38258"	"CPT"	"T9"	128
"38259"	"CPXAR"	"T9"	488
"38260"	"CRCB"	"T9"	0
"38261"	"CRD"	"T9"	62
"38262"	"CRDA"	"T9"	0
"38263"	"CRDB"	"T9"	6
"38264"	"CRDR"	"T9"	0
"38265"	"CRDS"	"T9"	0
"38266"	"CRH"	"T9"	194
"38267"	"CRP"	"T9"	8
"38268"	"CRPP"	"T9"	0
"38269"	"CSA"	"T9"	74
"38270"	"CSOR"	"T9"	0
"38271"	"CSP"	"T9"	6
"38272"	"CTPC"	"T9"	503
"38273"	"CTPD"	"T9"	284
"38274"	"CTPG"	"T9"	324
"38275"	"CTPV"	"T9"	363
"38276"	"CTX"	"T9"	240
"38277"	"CUEA"	"T9"	664
"38278"	"CUEO"	"T9"	4
"38279"	"CUEP"	"T9"	0
"38280"	"CUER"	"T9"	44
"38281"	"CUID"	"T9"	60
"38282"	"CUSA"	"T9"	110
"38283"	"CUSB"	"T9"	42
"38284"	"CUSC"	"T9"	32
"38285"	"CUSF"	"T9"	2
"38286"	"CUSR"	"T9"	37
"38287"	"CUSS"	"T9"	11
"38288"	"CUTA"	"T9"	0
"38289"	"CUTC"	"T9"	4
"38290"	"CUTE"	"T9"	45
"38291"	"CUTF"	"T9"	4
"38292"	"CUTO"	"T9"	196
"38293"	"CUTR"	"T9"	10
"38294"	"CVI"	"T9"	50
"38295"	"CZCA"	"T9"	329
